Income Group,Date,Estimated Population,Total Tests,Confirmed,Recovered,Deaths,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Upper middle income,2020-07-30,2599475050,1.08225552e8,5495025,4293338,211179,5495025,4504517,990508,98870.71,98870.71,85212.29,2841.29,88053.57,10817.14,248.57,839.8,12.49,852.29,-603.7143,26.39,45.31,-9.7145,0.0469,2113.9,81.24,1651.62,1732.86,381.04,19.7,41633.62
Upper middle income,2020-07-31,2599475050,1.08466328e8,5606661,4380280,214283,5606661,4594563,1012098,96400.71,96400.71,86266.71,2771.29,89038.0,7362.71,-67.6571,776.8,20.46,797.26,-864.9143,-238.4457,-36.5737,-20.9143,0.0466,2156.84,82.43,1685.06,1767.5,389.35,19.35,41726.24
Upper middle income,2020-08-01,2599475050,1.07637581e8,5700151,4469688,216884,5700151,4686572,1013579,97225.14,97225.14,86857.43,2849.57,89707.0,7518.14,90.23,676.26,42.34,718.6,-628.3714,-6.6971,16.67,13.34,0.0463,2192.81,83.43,1719.46,1802.89,389.92,18.88,41407.43
Upper middle income,2020-08-02,2599475050,1.12443634e8,5790175,4559582,219131,5790175,4778713,1011462,95856.14,95856.14,87499.43,2890.57,90390.0,5466.14,-712.1429,636.66,25.03,661.69,-1373.8286,-197.4743,-12.4286,-9.0478,0.0459,2227.44,84.3,1754.04,1838.34,389.1,19.42,43256.29
Upper middle income,2020-08-03,2599475050,1.07998919e8,5848156,4649498,221169,5848156,4870667,977489,96108.43,96108.43,87932.86,2954.29,90887.14,5221.29,-173.0286,497.09,39.4,536.49,-709.5143,-23.9371,64.06,24.76,0.0454,2249.75,85.08,1788.63,1873.71,376.03,18.47,41546.43
Upper middle income,2020-08-04,2599475050,1.09527367e8,5944614,4734702,224826,5944614,4959528,985086,95310.0,95310.0,88395.57,2966.43,91362.0,3948.0,-738.8,451.29,20.91,472.2,-1211.0,-35.7486,0.0754,-1.2528,0.0453,2286.85,86.49,1821.41,1907.9,378.96,18.42,42134.42
Upper middle income,2020-08-05,2599475050,1.08115718e8,6057177,4820588,228492,6057177,5049080,1008097,95535.57,95535.57,88752.14,2968.29,91720.43,3815.14,-187.3429,334.23,27.89,362.11,-549.4571,81.85,87.24,2.27,0.0453,2330.15,87.9,1854.45,1942.35,387.81,17.85,41591.37
Upper middle income,2020-08-06,2599475050,1.80011172e8,6167784,4908868,231859,6167784,5140727,1027057,93531.14,93531.14,89113.86,2954.14,92068.0,1463.14,-88.5143,297.49,14.66,312.14,-400.6571,-6.32,10.41,-14.6247,0.0451,2372.7,89.19,1888.41,1977.6,395.1,29.19,69249.05
Upper middle income,2020-08-07,2599475050,1.78906771e8,6273831,4999049,235048,6273831,5234097,1039734,94919.43,94919.43,89170.57,3030.0,92200.57,2718.86,-302.8857,280.51,-4.8571,275.66,-578.5429,238.7,-1.0686,-1.6832,0.0449,2413.5,90.42,1923.1,2013.52,399.98,28.52,68824.19
Upper middle income,2020-08-08,2599475050,1.84276703e8,6368900,5090953,237662,6368900,5328615,1040285,95665.86,95665.86,89420.29,3027.57,92447.86,3218.0,-204.6286,235.86,-12.6286,223.23,-427.8571,28.09,-9.064,-35.3467,0.0446,2450.07,91.43,1958.45,2049.88,400.19,28.93,70889.97
Upper middle income,2020-08-09,2599475050,1.79336094e8,6444893,5183379,239810,6444893,5423189,1021704,93795.57,93795.57,89798.14,2942.14,92740.29,1055.29,454.71,86.89,97.26,184.14,270.57,-41.0914,-8.3406,-9.0983,0.0442,2479.31,92.25,1994.01,2086.26,393.04,27.83,68989.35
Upper middle income,2020-08-10,2599475050,1.79533599e8,6512592,5273692,242379,6512592,5516071,996521,94512.43,94512.43,89931.43,2905.14,92836.57,1675.86,-46.8857,138.51,70.46,208.97,-255.8571,36.53,-89.4983,-8.9349,0.0439,2505.35,93.24,2028.75,2121.99,383.35,27.57,69065.33
Upper middle income,2020-08-11,2599475050,1.81123e8,6614275,5360644,246019,6614275,5606663,1007612,95804.71,95804.71,89548.29,3440.43,92988.71,2816.0,-293.9714,122.97,62.63,185.6,-479.5714,-48.0229,-35.0857,-6.6464,0.0439,2544.47,94.64,2062.2,2156.84,387.62,27.38,69676.76
Upper middle income,2020-08-12,2599475050,1.81361927e8,6713746,5449175,249087,6713746,5698262,1015484,94685.0,94685.0,89863.14,3382.29,93245.43,1439.57,-120.2286,78.46,63.51,141.97,-262.2,-208.7886,-45.7429,-1.0825,0.0437,2582.73,95.82,2096.26,2192.08,390.65,27.01,69768.67
Upper middle income,2020-08-13,2599475050,1.80219736e8,6829371,5538388,252195,6829371,5790583,1038788,94196.0,94196.0,90035.14,3340.71,93375.86,820.14,-444.7429,50.06,68.09,118.14,-562.8857,-147.3371,-42.296,22.56,0.0436,2627.21,97.02,2130.58,2227.6,399.61,26.39,69329.28
Upper middle income,2020-08-14,2599475050,1.80479526e8,6944464,5625887,259131,6944464,5885018,1059446,93194.43,93194.43,90190.43,3259.71,93450.14,-255.7143,-589.2286,100.94,-33.9143,67.03,-656.2571,-269.8057,-13.7531,13.92,0.044,2671.49,99.69,2164.24,2263.93,407.56,25.99,69429.22
Upper middle income,2020-08-15,2599475050,1.84865954e8,7031695,5719995,261338,7031695,5981333,1050362,92288.71,92288.71,90181.71,3245.57,93427.29,-1138.5714,-783.5714,33.74,-26.7143,7.03,-790.6,-174.9486,23.29,34.5,0.0437,2705.04,100.53,2200.44,2300.98,404.07,26.29,71116.65
Upper middle income,2020-08-16,2599475050,1.80915718e8,7104265,5813625,263195,7104265,6076820,1027445,92858.57,92858.57,90053.0,3270.86,93323.86,-465.2857,-1643.0,67.51,-132.2571,-64.7429,-1578.2571,-116.7886,34.54,19.79,0.0433,2732.96,101.25,2236.46,2337.71,395.25,25.47,69597.02
Upper middle income,2020-08-17,2599475050,1.81124853e8,7164953,5905025,265197,7164953,6170222,994731,90767.14,90767.14,90031.86,3248.71,93280.57,-2513.4286,-994.9714,-108.6571,-99.6,-208.2571,-786.7143,-92.3486,126.75,17.3,0.043,2756.31,102.02,2271.62,2373.64,382.67,25.28,69677.47
Upper middle income,2020-08-18,2599475050,1.81360446e8,7260296,5991916,268738,7260296,6260654,999642,85981.0,85981.0,90372.71,2679.43,93052.14,-7071.1429,-1028.6857,-181.2857,-98.5143,-279.8,-748.8857,25.35,56.64,6.08,0.0429,2792.99,103.38,2305.05,2408.43,384.56,24.98,69768.1
Upper middle income,2020-08-19,2599475050,1.81617604e8,7363756,6079546,271983,7363756,6351529,1012227,88219.57,88219.57,89647.14,2761.71,92408.86,-4189.2857,-1050.9714,-250.2286,-97.4571,-347.6857,-703.2857,363.94,72.72,-4.6238,0.0428,2832.79,104.63,2338.76,2443.39,389.4,24.66,69867.03
Upper middle income,2020-08-20,2599475050,1.79409246e8,7464741,6168611,274936,7464741,6443547,1021194,87145.29,87145.29,89275.29,2753.0,92028.29,-4883.0,-656.8,-308.5714,-103.0286,-411.6,-245.2,108.23,53.67,-36.2606,0.0427,2871.63,105.77,2373.02,2478.79,392.85,24.03,69017.49
Upper middle income,2020-08-21,2599475050,1.79635947e8,7546331,6258496,277887,7546331,6536383,1009948,87603.71,87603.71,88801.86,2783.57,91585.43,-3981.7143,176.69,-438.8857,5.0,-433.8857,610.57,246.83,11.42,-6.5899,0.0425,2903.02,106.9,2407.6,2514.5,388.52,23.8,69104.7
Upper middle income,2020-08-22,2599475050,1.87532965e8,7649232,6347525,280670,7649232,6628195,1021037,87483.14,87483.14,88489.0,2733.57,91222.57,-3739.4286,-453.8,-358.6857,-19.5429,-378.2286,-75.5714,176.02,-54.5543,-24.6331,0.0423,2942.61,107.97,2441.85,2549.82,392.79,24.52,72142.63
Upper middle income,2020-08-23,2599475050,1.8293261e8,7714282,6438552,282466,7714282,6721018,993264,86864.43,86864.43,88178.29,2704.43,90882.71,-4018.2857,205.46,-356.6857,-28.4286,-385.1143,590.57,82.45,23.69,-13.4069,0.042,2967.63,108.66,2476.87,2585.53,382.1,23.71,70372.9
Upper middle income,2020-08-24,2599475050,1.80222423e8,7778179,6526638,284682,7778179,6811320,966859,85950.57,85950.57,87853.71,2664.0,90517.71,-4567.1429,-170.8571,-292.2857,-39.2857,-331.5714,160.71,91.17,-50.4423,2.81,0.0418,2992.21,109.52,2510.75,2620.27,371.94,23.17,69330.31
Upper middle income,2020-08-25,2599475050,1.84578314e8,7872678,6611339,287873,7872678,6899212,973466,88172.57,88172.57,87491.86,2610.86,90102.71,-1930.1429,-244.5429,-287.6571,-29.2286,-316.8857,72.34,226.67,-13.36,0.597,0.0417,3028.56,110.74,2543.34,2654.08,374.49,23.45,71006.0
Upper middle income,2020-08-26,2599475050,1.82160244e8,7971807,6696794,290914,7971807,6987708,984099,86749.43,86749.43,87340.43,2587.14,89927.57,-3178.1429,632.51,-280.3429,-30.1429,-310.4857,943.0,-5.3829,25.48,-20.9369,0.0416,3066.7,111.91,2576.21,2688.12,378.58,22.85,70075.78
Upper middle income,2020-08-27,2599475050,1.83205685e8,8066395,6783587,293584,8066395,7077171,989224,86260.43,86260.43,87050.71,2587.43,89638.14,-3377.7143,679.54,-208.6857,-16.0,-224.6857,904.23,109.22,-51.5691,-2.9694,0.0415,3103.09,112.94,2609.6,2722.54,380.55,22.71,70477.95
Upper middle income,2020-08-28,2599475050,1.82343755e8,8163539,6870939,296163,8163539,7167102,996437,90027.0,90027.0,86776.57,2553.71,89330.29,696.71,178.54,-133.3429,-9.1143,-142.4571,321.0,209.83,-80.9977,-22.6647,0.0413,3140.46,113.93,2643.2,2757.13,383.32,22.34,70146.38
Upper middle income,2020-08-29,2599475050,1.82572834e8,8256478,6958908,298780,8256478,7257688,998790,89348.29,89348.29,86810.29,2584.0,89394.29,-46.0,375.26,-103.0,-10.3143,-113.3143,488.57,-166.68,-65.2891,-43.1819,0.0412,3176.21,114.94,2677.04,2791.98,384.23,22.11,70234.5
Upper middle income,2020-08-30,2599475050,1.84372687e8,8318105,7047907,300578,8318105,7348485,969620,89065.29,89065.29,86825.14,2565.29,89390.43,-325.1429,804.6,-63.6571,-5.2,-68.8571,873.46,-178.32,-126.6834,-2.4329,0.0409,3199.92,115.63,2711.28,2826.91,373.01,22.17,70926.89
Upper middle income,2020-08-31,2599475050,1.89391235e8,8408368,7134074,302558,8408368,7436632,971736,88625.71,88625.71,86825.43,2535.57,89361.0,-735.2857,-200.8857,20.03,-9.2286,10.8,-211.6857,-331.8286,-190.4343,2.54,0.0407,3234.64,116.39,2744.43,2860.82,373.82,22.52,72857.49
Upper middle income,2020-09-01,2599475050,1.86381914e8,8498116,7219011,305961,8498116,7524972,973144,90283.43,90283.43,86732.43,2561.43,89293.86,989.57,-212.0571,11.23,-19.9429,-8.7143,-203.3429,-524.1943,-63.7337,26.36,0.0407,3269.17,117.7,2777.1,2894.8,374.36,21.93,71699.83
Upper middle income,2020-09-02,2599475050,1.85115027e8,8595264,7304570,308871,8595264,7613441,981823,89022.57,89022.57,86876.71,2507.57,89384.29,-361.7143,-1480.6,-111.9143,84.83,-27.0857,-1453.5143,-742.3429,-68.3189,60.01,0.0406,3306.54,118.82,2810.02,2928.84,377.7,21.54,71212.47
Upper middle income,2020-09-03,2599475050,1.86957768e8,8686775,7391365,311333,8686775,7702698,984077,88288.0,88288.0,86866.43,2484.29,89350.71,-1062.7143,-2245.7143,-221.0857,61.8,-159.2857,-2086.4286,-485.3486,66.5,92.9,0.0404,3341.74,119.77,2843.41,2963.17,378.57,21.52,71921.36
Upper middle income,2020-09-04,2599475050,1.84006245e8,8795523,7478066,314093,8795523,7792159,1003364,81662.29,81662.29,86265.57,2989.43,89255.0,-7592.7143,-2907.1143,-402.2,53.26,-348.9429,-2558.1714,-519.9143,173.36,59.84,0.0403,3383.58,120.83,2876.76,2997.59,385.99,20.92,70785.92
Upper middle income,2020-09-05,2599475050,1.90160307e8,8879636,7567045,316333,8879636,7883378,996258,77397.14,77397.14,85720.0,2844.57,88564.57,-11167.4286,-2627.6286,-652.6857,71.06,-581.6286,-2046.0,0.691,274.06,66.55,0.0401,3415.93,121.69,2910.99,3032.68,383.25,21.42,73153.35
Upper middle income,2020-09-06,2599475050,1.86164545e8,8936121,7655972,317968,8936121,7973940,962181,75747.86,75747.86,84721.43,2827.71,87549.14,-11801.2857,-2811.6286,-836.8571,69.31,-767.5429,-2044.0857,342.62,235.48,6.79,0.0399,3437.66,122.32,2945.2,3067.52,370.14,20.83,71616.21
Upper middle income,2020-09-07,2599475050,1.8747636e8,8980004,7737933,323484,8980004,8061417,918587,75884.43,75884.43,83613.29,2862.86,86476.14,-10591.7143,-1477.1429,-917.6857,-35.9429,-953.6286,-523.5143,627.96,264.42,-37.9067,0.0401,3454.55,124.44,2976.73,3101.17,353.37,20.88,72120.85
Upper middle income,2020-09-08,2599475050,1.83412757e8,9039896,7819051,325873,9039896,8144924,894972,74229.86,74229.86,82682.14,2830.86,85513.0,-11283.1429,-532.6,-985.3429,-15.7714,-1001.1143,468.51,692.05,100.47,-79.2679,0.04,3477.59,125.36,3007.93,3133.3,344.29,20.29,70557.61
Upper middle income,2020-09-09,2599475050,1.86682604e8,9125499,7897620,328665,9125499,8226285,899214,74276.57,74276.57,81677.14,2809.71,84486.86,-10210.2857,232.69,-839.3714,-119.1714,-958.5429,1191.23,802.2,-16.1703,-84.1131,0.04,3510.52,126.44,3038.16,3164.59,345.92,20.46,71815.5
Upper middle income,2020-09-10,2599475050,1.86699076e8,9217966,7976658,331373,9217966,8308031,909935,74734.14,74734.14,80793.29,2765.71,83559.0,-8824.8571,832.63,-736.3429,-113.8857,-850.2286,1682.86,503.04,-122.2789,-98.5063,0.0399,3546.09,127.48,3068.56,3196.04,350.05,20.25,71821.84
Upper middle income,2020-09-11,2599475050,1.87018607e8,9315132,8056841,333909,9315132,8390750,924382,76911.29,76911.29,80524.57,2231.86,82756.43,-5845.1429,1199.37,-577.5714,-119.6,-697.1714,1896.54,261.77,-185.0857,-52.1593,0.0398,3583.47,128.45,3099.41,3227.86,355.6,20.08,71944.76
Upper middle income,2020-09-12,2599475050,1.9358112e8,9399572,8138785,336001,9399572,8474786,924786,80047.57,80047.57,79931.57,2293.43,82225.0,-2177.4286,1038.06,-395.0857,-129.5429,-524.6286,1562.69,16.57,-228.1086,-22.8224,0.0396,3615.95,129.26,3130.93,3260.19,355.76,20.59,74469.31
Upper middle income,2020-09-13,2599475050,1.89094513e8,9459260,8221525,337328,9459260,8558853,900407,80226.71,80226.71,79794.29,2232.86,82027.14,-1800.4286,776.26,-255.0857,-127.4,-382.4857,1158.74,-233.3771,-160.3269,19.8,0.0394,3638.91,129.77,3162.76,3292.53,346.38,19.99,72743.35
Upper middle income,2020-09-14,2599475050,1.89814031e8,9518383,8301605,339107,9518383,8640712,877671,79466.86,79466.86,79701.71,2162.0,81863.71,-2396.8571,315.51,-265.1143,-12.0857,-277.2,592.71,-338.3429,-130.2823,48.13,0.0392,3661.66,130.45,3193.57,3324.02,337.63,19.94,73020.14
Upper middle income,2020-09-15,2599475050,1.88417168e8,9600229,8378572,341927,9600229,8720499,879730,78615.43,78615.43,79517.86,2128.71,81646.57,-3031.1429,-334.2571,-202.5429,-20.6286,-223.1714,-111.0857,-298.5943,-23.2789,61.09,0.0392,3693.14,131.54,3223.18,3354.72,338.43,19.63,72482.78
Upper middle income,2020-09-16,2599475050,1.88740697e8,9687086,8456180,344295,9687086,8800475,886611,78488.86,78488.86,79199.0,2171.43,81370.43,-2881.5714,-492.3429,-220.8857,-12.4571,-233.3429,-259.0,-389.64,55.57,46.09,0.0391,3726.55,132.45,3253.03,3385.48,341.07,19.48,72607.24
Upper middle income,2020-09-17,2599475050,1.8846162e8,9774234,8534570,346507,9774234,8881077,893157,78376.29,78376.29,78918.86,2190.29,81109.14,-2732.8571,-454.9143,-251.2571,-5.7714,-257.0286,-197.8857,-99.8286,77.34,57.1,0.039,3760.08,133.3,3283.19,3416.49,343.59,19.28,72499.88
Upper middle income,2020-09-18,2599475050,1.90919683e8,9865440,8613466,348810,9865440,8962276,903164,77765.0,77765.0,78689.86,2170.57,80860.43,-3095.4286,-1171.9429,-269.6286,-5.4571,-275.0857,-896.8571,44.49,70.1,8.87,0.0389,3795.17,134.18,3313.54,3447.73,347.44,19.35,73445.48
Upper middle income,2020-09-19,2599475050,1.95887266e8,9948994,8693178,351201,9948994,9044379,904615,77192.29,77192.29,78445.43,2133.14,80578.57,-3386.2857,-183.6286,-375.0286,18.57,-356.4571,172.83,48.36,155.24,-6.9849,0.0388,3827.31,135.1,3344.21,3479.31,348.0,19.69,75356.47
Upper middle income,2020-09-20,2599475050,1.95610189e8,10007894,8773957,352660,10007894,9126617,881277,72755.71,72755.71,78169.71,2101.43,80271.14,-7515.4286,-111.8,-362.7429,21.6,-341.1429,229.34,51.9,21.07,-15.9726,0.0386,3849.97,135.67,3375.28,3510.95,339.02,19.55,75249.88
Upper middle income,2020-09-21,2599475050,1.96337628e8,10062738,8852434,354301,10062738,9206735,856003,77570.71,77570.71,77323.86,2264.29,79588.14,-2017.4286,-250.5429,-342.0,21.83,-320.1714,69.63,386.55,20.65,-23.9952,0.0385,3871.07,136.3,3405.47,3541.77,329.3,19.51,75529.72
Upper middle income,2020-09-22,2599475050,1.97885401e8,10140575,8927690,356859,10140575,9284549,856026,77817.29,77817.29,77105.14,2298.29,79403.43,-1586.1429,-195.4286,-340.0857,26.4,-313.6857,118.26,5.53,-2.5223,-55.1371,0.0384,3901.01,137.28,3434.42,3571.7,329.31,19.51,76125.14
Upper middle income,2020-09-23,2599475050,1.96900391e8,10196376,9003368,359005,10196376,9362373,834003,76512.29,76512.29,76979.86,2279.71,79259.57,-2747.2857,760.83,-336.3143,33.31,-303.0,1063.83,147.74,-49.8777,-8.7904,0.0383,3922.48,138.11,3463.53,3601.64,320.84,19.31,75746.21
Upper middle income,2020-09-24,2599475050,1.96723505e8,10317229,9075837,362357,10317229,9438194,879035,76215.14,76215.14,76745.0,2265.14,79010.14,-2795.0,-156.0,-208.8571,2.63,-206.2286,50.23,35.75,-120.4469,-20.8322,0.0384,3968.97,139.4,3491.41,3630.81,338.16,19.07,75678.17
Upper middle income,2020-09-25,2599475050,1.98733197e8,10410161,9153202,364898,10410161,9518100,892061,76559.86,76559.86,76488.14,2268.0,78756.14,-2196.2857,626.89,-212.5429,10.97,-201.5714,828.46,-197.4914,-22.8811,4.63,0.0383,4004.72,140.37,3521.17,3661.55,343.17,19.09,76451.28
Upper middle income,2020-09-26,2599475050,1.97689966e8,10484580,9232037,367159,10484580,9599196,885384,76790.71,76790.71,76279.57,2277.43,78557.0,-1766.2857,-71.8,-197.4857,71.09,-126.4,54.6,-215.68,-83.512,42.5,0.0382,4033.35,141.24,3551.5,3692.74,340.6,18.86,76049.96
Upper middle income,2020-09-27,2599475050,1.97910569e8,10541400,9311172,368516,10541400,9679688,861712,80951.71,80951.71,76042.43,2353.14,78395.57,2556.14,-1182.8857,-165.2286,43.97,-121.2571,-1061.6286,-108.88,20.64,42.39,0.0381,4055.2,141.77,3581.94,3723.71,331.49,18.77,76134.82
Upper middle income,2020-09-28,2599475050,1.97684388e8,10598657,9387851,370177,10598657,9758028,840629,76153.29,76153.29,75992.43,2635.14,78627.57,-2474.2857,-317.5714,-270.4857,52.74,-217.7429,-99.8286,-269.8229,162.6,31.24,0.0379,4077.23,142.4,3611.44,3753.85,323.38,18.65,76047.81
Upper middle income,2020-09-29,2599475050,2.00254476e8,10678110,9461647,372801,10678110,9834448,843662,70300.71,70300.71,75918.86,2485.0,78403.86,-8103.1429,-700.4,-277.4571,50.46,-227.0,-473.4,138.97,91.48,37.68,0.0379,4107.79,143.41,3639.83,3783.24,324.55,18.75,77036.51
Upper middle income,2020-09-30,2599475050,2.00537799e8,10763038,9535665,375477,10763038,9911142,851896,74972.0,74972.0,75135.71,2531.71,77667.43,-2695.4286,-722.2286,-380.2,110.26,-269.9429,-452.2857,615.53,133.31,-10.677,0.0379,4140.47,144.44,3668.3,3812.75,327.72,18.63,77145.5
Upper middle income,2020-10-01,2599475050,2.00325383e8,10850302,9607784,380803,10850302,9988587,861715,73288.71,73288.71,74892.29,2529.71,77422.0,-4133.2857,623.06,-359.4286,48.43,-311.0,934.06,241.71,104.88,-77.1577,0.0381,4174.04,146.49,3696.05,3842.54,331.5,18.46,77063.78
Upper middle income,2020-10-02,2599475050,2.0108966e8,10902266,9684634,382293,10902266,10066927,835339,77340.57,77340.57,74141.43,2904.43,77045.86,294.71,1894.74,-294.7143,68.43,-226.2857,2121.03,557.66,-32.7406,-47.1845,0.038,4194.03,147.07,3725.61,3872.68,321.35,18.44,77357.8
Upper middle income,2020-10-03,2599475050,1.99264703e8,11009384,9757987,384881,11009384,10142868,866516,79268.57,79268.57,74195.29,2877.29,77072.57,2196.0,891.0,-15.0,-18.4286,-33.4286,924.43,254.58,-223.1851,-86.8311,0.0379,4235.23,148.06,3753.83,3901.89,333.34,18.1,76655.75
Upper middle income,2020-10-04,2599475050,2.01079565e8,11054421,9835418,386224,11054421,10221642,832779,79774.43,79774.43,74445.29,2827.14,77272.43,2502.0,2087.89,38.74,11.91,50.66,2037.23,-24.7314,-144.4434,-49.3378,0.0378,4252.56,148.58,3783.62,3932.19,320.36,18.19,77353.91
Upper middle income,2020-10-05,2599475050,2.01818921e8,11140041,9906841,390508,11140041,10297349,842692,79427.0,79427.0,75060.71,2439.57,77500.29,1926.71,550.66,321.09,-85.2857,235.8,314.86,-500.4,-300.848,-10.8665,0.0379,4285.5,150.23,3811.09,3961.32,324.18,18.12,77638.34
Upper middle income,2020-10-06,2599475050,2.02075845e8,11232990,9981014,392942,11232990,10373956,859034,83728.14,83728.14,75086.0,2589.29,77675.29,6052.86,499.4,343.0,-78.5143,264.49,234.91,-480.5029,-141.8091,62.13,0.0379,4321.25,151.16,3839.63,3990.79,330.46,17.99,77737.17
Upper middle income,2020-10-07,2599475050,2.02355705e8,11321459,10056782,395267,11321459,10452049,869410,80093.86,80093.86,75746.86,2478.0,78224.86,1869.0,-607.2571,437.14,-151.4571,285.69,-892.9429,-946.5829,-87.0731,58.68,0.0378,4355.29,152.06,3868.77,4020.83,334.46,17.87,77844.83
Upper middle income,2020-10-08,2599475050,2.02143335e8,11406291,10133209,397880,11406291,10531089,875202,81765.57,81765.57,75910.29,2484.71,78395.0,3370.57,-1511.5143,292.06,-87.4,204.66,-1716.1714,-454.4686,87.45,125.56,0.0378,4387.92,153.06,3898.18,4051.24,336.68,17.72,77763.14
Upper middle income,2020-10-09,2599475050,2.02438301e8,11488363,10210236,400418,11488363,10610654,877709,76738.14,76738.14,76631.0,2069.86,78700.86,-1962.7143,-2645.0286,166.14,-117.5143,48.63,-2693.6571,-460.0971,148.98,70.39,0.0377,4419.49,154.04,3927.81,4081.84,337.65,17.62,77876.61
Upper middle income,2020-10-10,2599475050,2.03231816e8,11570041,10288215,402227,11570041,10690442,879599,71869.43,71869.43,76521.0,2002.57,78523.57,-6654.1429,-1721.6857,-96.4571,-99.6286,-196.0857,-1525.6,-63.1543,326.94,61.07,0.0376,4450.91,154.73,3957.8,4112.54,338.38,17.57,78181.87
Upper middle income,2020-10-11,2599475050,2.02935507e8,11626780,10366790,403617,11626780,10770407,856373,70503.0,70503.0,75916.71,2001.71,77918.43,-7415.4286,-1801.0857,-224.7714,-110.2571,-335.0286,-1466.0571,264.38,210.14,4.99,0.0375,4472.74,155.27,3988.03,4143.3,329.44,17.45,78067.88
Upper middle income,2020-10-12,2599475050,2.03721766e8,11677208,10443258,404997,11677208,10848255,828953,71485.43,71485.43,75264.57,1979.86,77244.43,-5759.0,-923.0286,-442.6286,-25.3429,-467.9714,-455.0571,688.11,218.26,-23.8562,0.0373,4492.14,155.8,4017.45,4173.25,318.89,17.45,78370.35
Upper middle income,2020-10-13,2599475050,2.03991605e8,11736076,10516661,406960,11736076,10923621,812455,72760.14,72760.14,74786.43,1933.43,76719.86,-3959.7143,-189.6286,-484.3143,-25.3143,-509.6286,320.0,596.21,112.41,-87.4674,0.0373,4514.79,156.55,4045.69,4202.24,312.55,17.38,78474.15
Upper middle income,2020-10-14,2599475050,2.04278494e8,11814980,10588199,409279,11814980,10997478,817502,72123.0,72123.0,74417.86,1943.14,76361.0,-4238.0,795.54,-466.3429,-14.0,-480.3429,1275.89,631.22,29.69,-64.5883,0.0372,4545.14,157.45,4073.21,4230.65,314.49,17.29,78584.52
Upper middle income,2020-10-15,2599475050,2.04018389e8,11906689,10660061,411739,11906689,11071800,834889,70921.29,70921.29,74099.43,1876.0,75975.43,-5054.1429,1259.37,-369.2286,4.63,-364.6,1623.97,498.92,-110.3977,-73.1369,0.0372,4580.42,158.39,4100.85,4259.24,321.18,17.13,78484.46
Upper middle income,2020-10-16,2599475050,2.04854878e8,11997684,10733741,413952,11997684,11147693,849991,74480.71,74480.71,73585.0,1931.71,75516.71,-1036.0,1355.03,-231.5143,14.86,-216.6571,1571.69,412.85,-112.8057,-46.6592,0.0371,4615.43,159.24,4129.2,4288.44,326.99,17.07,78806.25
Upper middle income,2020-10-17,2599475050,2.05117134e8,12074902,10809140,415829,12074902,11224969,849933,77782.29,77782.29,73418.43,2003.0,75421.43,2360.86,1571.57,-67.7143,-6.5143,-74.2286,1645.8,136.13,-147.4206,,0.037,4645.13,159.97,4158.2,4318.17,326.96,16.99,78907.14
Upper middle income,2020-10-18,2599475050,2.05355005e8,12123229,10885486,416749,12123229,11302235,820994,79535.29,79535.29,73628.86,2007.71,75636.57,3898.71,1874.63,60.86,14.94,75.8,1798.83,32.18,-120.8811,,0.0369,4663.72,160.32,4187.57,4347.89,315.83,16.94,78998.64
Upper middle income,2020-10-19,2599475050,2.05615349e8,12198573,10958353,418519,12198573,11376872,821701,79980.86,79980.86,74079.29,1910.57,75989.86,3991.0,1476.17,234.46,4.46,238.91,1237.26,-105.88,,,0.0368,4692.71,161.0,4215.6,4376.6,316.1,16.86,79098.8
Upper middle income,2020-10-20,2599475050,2.05311142e8,12280552,11030590,420981,12280552,11451571,828981,80294.43,80294.43,74403.71,1950.71,76354.43,3940.0,1420.29,351.54,0.171,351.71,1068.57,-105.4857,,,0.0368,4724.24,161.95,4243.39,4405.34,318.9,16.72,78981.77
Upper middle income,2020-10-21,2599475050,2.05590318e8,12371727,11103601,423333,12371727,11526934,844793,81861.57,81861.57,74757.29,1954.0,76711.29,5150.29,825.63,448.14,0.543,448.69,376.94,,,,0.0367,4759.32,162.85,4271.48,4434.33,324.99,16.62,79089.17
Upper middle income,2020-10-22,2599475050,2.06418382e8,12466555,11178616,425113,12466555,11603729,862826,84883.71,84883.71,75176.14,2003.86,77180.0,7703.71,1044.14,463.31,19.94,483.26,560.89,,,,0.0366,4795.8,163.54,4300.34,4463.87,331.92,16.56,79407.72
Upper middle income,2020-10-23,2599475050,2.06123778e8,12559745,11254567,427607,12559745,11682174,877571,83663.43,83663.43,75869.57,2010.43,77880.0,5783.43,,,,,,,,,0.0366,4831.65,164.5,4329.55,4494.05,337.6,16.41,79294.39
Upper middle income,2020-10-24,2599475050,2.03660552e8,12647933,11332441,429507,12647933,11761948,885985,85201.57,85201.57,76395.86,2010.29,78406.14,6795.43,,,,,,,,,0.0365,4865.57,165.23,4359.51,4524.74,340.83,16.1,78346.8
Upper middle income,2020-10-25,2599475050,2.07131114e8,12717415,11411719,430776,12717415,11842495,874920,,,,,,,,,,,,,,,0.0364,4892.3,165.72,4390.01,4555.73,336.58,16.29,79681.9
